,med_freq,mean_freq,med_power,mean_power
1071,0.4617651414619194,0.4617651414619194,9.128060284696769e-05,0.0001803782092380909
1072,0.46475998533514445,0.4647599853351444,1.88113323276921e-05,9.934529378703893e-05
1073,0.46777425269667483,0.4677742526966747,5.139007782937712e-05,0.00014445280455111672
1074,0.47080806952032217,0.47080806952032217,2.763602958105087e-05,9.944284694224095e-05
1075,0.47386156259691925,0.47386156259691925,1.7466990443260574e-05,8.424271096987829e-05
1076,0.476934859539619,0.476934859539619,2.1629625426062643e-05,7.838339106896637e-05
1077,0.48002808878922765,0.48002808878922754,6.663364699075893e-05,7.117484086602119e-05
1078,0.48314137961957265,0.48314137961957265,6.324151836060426e-05,0.00012468776366505156
1079,0.48627486214290533,0.4862748621429053,9.899955662562703e-05,0.00013995901738024
1080,0.48942866731533874,0.48942866731533885,3.6088659024178366e-05,0.00012084200414916634
1081,0.4926029269423204,0.49260292694232033,3.7256186337041266e-05,8.090512747219876e-05
1082,0.49579777368414096,0.49579777368414096,5.722789325948725e-05,0.00011113240159879379
1083,0.49901334106147843,0.49901334106147843,4.53238888979864e-05,8.535620195504821e-05
1084,0.5022497634609783,0.5022497634609782,4.985793820828664e-05,9.416230397046502e-05
1085,0.5055071761408695,0.5055071761408695,6.269061131686816e-05,0.00011908054058059027
1086,0.5087857152366181,0.5087857152366181,3.771369563072935e-05,9.73023649584333e-05
1087,0.5120855177666158,0.5120855177666159,7.383650177641079e-05,8.410619031628829e-05
1088,0.515406721637907,0.5154067216379071,3.223113163897704e-05,0.00013558172139376546
1089,0.5187494656519516,0.5187494656519515,3.477121468272316e-05,0.00014658606513855062
1090,0.5221138895104259,0.522113889510426,4.050921931716888e-05,0.0001788836421279145
1091,0.5255001338210632,0.5255001338210633,4.107689674652284e-05,0.00013650163933634127
1092,0.5289083401035262,0.5289083401035262,8.319713002631029e-05,0.0001243871823809537
1093,0.5323386507953247,0.5323386507953246,0.00012328872092574102,0.00017189050632254244
1094,0.5357912092577671,0.5357912092577671,0.0001636496707304223,0.00015575772966679676
1095,0.5392661597819521,0.5392661597819522,4.336571811033685e-05,0.00013518490020149993
1096,0.542763647594799,0.542763647594799,5.9437590965548734e-05,0.00013828191693787136
1097,0.546283818865117,0.546283818865117,0.0001664275637712785,0.00018465179122228027
1098,0.549826820709714,0.549826820709714,4.1857796329854925e-05,0.00010484700143562119
1099,0.5533928011995451,0.5533928011995453,6.089877713385693e-05,0.00017956774745450294
1100,0.5569819093659006,0.5569819093659005,5.7622698991068184e-05,0.00014248377401440297
1101,0.5605942952066348,0.560594295206635,8.031825282634884e-05,0.000140332231901208
1102,0.5642301096924344,0.5642301096924343,0.00018489957400030126,0.00022545713997980447
1103,0.5678895047731279,0.567889504773128,4.056183839402625e-05,0.00018265342455344076
1104,0.5715726333840364,0.5715726333840364,5.633443861442522e-05,0.00013948421518907676
1105,0.5752796494523649,0.5752796494523649,5.906158716022712e-05,0.00012879218982737254
1106,0.5790107079036351,0.579010707903635,4.240710205641256e-05,0.00013845765224869872
1107,0.5827659646681604,0.5827659646681606,3.938737847224174e-05,0.0001015696723417859
1108,0.5865455766875622,0.5865455766875624,4.8514634439436774e-05,0.00011525344212631066
1109,0.5903497019213308,0.5903497019213307,3.1038774989323045e-05,0.00013122921868782782
1110,0.5941784993534236,0.5941784993534237,0.00012086039358463326,0.00012451583882638957
1111,0.5980321289989117,0.5980321289989118,3.955718956966151e-05,0.00022857530249706989
1112,0.6019107519106669,0.601910751910667,2.1902069936899125e-05,0.00013417773367414544
1113,0.6058145301860927,0.6058145301860928,2.5864628744926005e-05,0.00010725272188727799
1114,0.6097436269738982,0.6097436269738983,7.624412043925458e-05,0.00015238628764543456
1115,0.6136982064809166,0.6136982064809164,5.072809074087241e-05,0.00010655718145400767
1116,0.6176784339789686,0.6176784339789687,7.749624621823159e-05,0.00010303194507029758
1117,0.6216844758117683,0.6216844758117684,7.959876964787575e-05,0.00017506011113288381
1118,0.6257164994018763,0.6257164994018762,8.124497490129756e-05,0.0001282921713556847
1119,0.6297746732576958,0.6297746732576959,6.732782102904331e-05,0.00015445294908909002
1120,0.6338591669805154,0.6338591669805155,6.746569566046206e-05,0.00011350624764626166
1121,0.6379701512715972,0.6379701512715972,5.6119611089409614e-05,0.0001420156802929066
1122,0.6421077979393108,0.6421077979393107,6.566853339020875e-05,0.00011709415638402342
1123,0.6462722799063134,0.6462722799063133,7.417436707226891e-05,0.00014032893255049028
1124,0.650463771216777,0.650463771216777,4.793948055402813e-05,0.00013143808589294306
1125,0.6546824470436617,0.6546824470436617,0.00011481342191781155,0.00013148963385290675
1126,0.6589284836960373,0.6589284836960373,6.882374753993759e-05,0.0001067099060261572
1127,0.6632020586264502,0.6632020586264503,2.7247540328718107e-05,0.00013296124668860516
1128,0.667503350438343,0.6675033504383431,9.693191256453353e-05,0.00012578537977617644
1129,0.6718325388935142,0.6718325388935141,4.770767376614607e-05,6.71568457883464e-05
1130,0.6761898049196342,0.6761898049196341,5.406851995651251e-05,9.486894738175734e-05
1131,0.6805753306178052,0.6805753306178052,3.1000873752678996e-05,8.507382507328406e-05
1132,0.6849892992701725,0.6849892992701726,2.8758975260117393e-05,4.980803983825021e-05
1133,0.6894318953475838,0.6894318953475836,6.804326169562757e-05,9.776278295076506e-05
1134,0.6939033045172989,0.693903304517299,3.7320430834075645e-05,0.00011809623448967613
1135,0.6984037136507494,0.6984037136507493,2.3093667249231823e-05,0.00013655586963534495
1136,0.7029333108313478,0.7029333108313479,4.4909913985345076e-05,0.00010128369897776113
1137,0.707492285362349,0.707492285362349,6.32782505910838e-05,0.00010288148961692316
1138,0.712080827774761,0.712080827774761,5.650652296413848e-05,8.357667077954514e-05
1139,0.7166991298353078,0.7166991298353079,1.706211838672044e-05,0.00013710455690781265
1140,0.721347384554444,0.721347384554444,7.949800357509942e-05,0.00014078724406856185
1141,0.7260257861944214,0.7260257861944214,2.344951264987656e-05,6.302312964684049e-05
1142,0.7307345302774069,0.7307345302774069,8.325086223702325e-05,8.524685257877466e-05
1143,0.7354738135936546,0.7354738135936546,5.611979786139606e-05,0.00016069116653008456
1144,0.7402438342097303,0.7402438342097303,3.331056782084045e-05,0.00011045767884768724
1145,0.7450447914767881,0.7450447914767881,7.01297214540966e-05,0.00013378884916572306
